level_name,generation_time
level0.txt,33224250681
level1.txt,25144735431
level2.txt,25299421394
level3.txt,25263805197
level4.txt,25301316259
level5.txt,25281568678
level6.txt,25289025397
level7.txt,25306202666
level8.txt,25331306604
level9.txt,25272093814
level10.txt,25479409641
level11.txt,25357706642
level12.txt,25259150119
level13.txt,25415801420
level14.txt,25380652355
level15.txt,25299626246
level16.txt,25302925833
level17.txt,25302095688
level18.txt,25363058302
level19.txt,25777799857
level20.txt,25329043559
level21.txt,25280962946
level22.txt,25205362083
level23.txt,25398275830
level24.txt,25387528970
level25.txt,25451042634
level26.txt,25384591251
level27.txt,25451153314
level28.txt,25340412903
level29.txt,25335573942
level30.txt,25209587415
level31.txt,25240192063
level32.txt,25410385282
level33.txt,25404969288
level34.txt,25325056807
level35.txt,25210618690
level36.txt,25366154719
level37.txt,25406480610
level38.txt,25328155058
level39.txt,25398019808
level40.txt,25222199659
level41.txt,25333736604
level42.txt,25366843585
level43.txt,25393070734
level44.txt,25399793214
level45.txt,25336185781
level46.txt,25385966421
level47.txt,25392855219
level48.txt,25365639594
level49.txt,25424414417
level50.txt,25467532045
level51.txt,25484590733
level52.txt,25474324412
level53.txt,25435227794
level54.txt,25405365766
level55.txt,25357271481
level56.txt,25529218396
level57.txt,25426194218
level58.txt,25365299856
level59.txt,25366342231
level60.txt,25354494878
level61.txt,25501615584
level62.txt,25448668593
level63.txt,25355311334
level64.txt,25464895586
level65.txt,25376010657
level66.txt,25585573006
level67.txt,25310218105
level68.txt,25217211100
level69.txt,25236301180
level70.txt,25241492490
level71.txt,25216775091
level72.txt,25413611218
level73.txt,25278982090
level74.txt,25194403374
level75.txt,25189993854
level76.txt,25283090962
level77.txt,25454232672
level78.txt,25342364941
level79.txt,25353104930
level80.txt,25301345710
level81.txt,25316261214
level82.txt,25190927392
level83.txt,25220616204
level84.txt,25220229766
level85.txt,25245790698
level86.txt,25262938663
level87.txt,25415585055
level88.txt,25549962780
level89.txt,25270891940
level90.txt,25113917817
level91.txt,25268863444
level92.txt,25301580599
level93.txt,25363974331
level94.txt,25363904643
level95.txt,25352018092
level96.txt,25412995282
level97.txt,25417297438
level98.txt,25306947556
level99.txt,25313773134
level100.txt,25326974890
level101.txt,25267184528
level102.txt,25326792669
level103.txt,25275112239
level104.txt,25379196432
level105.txt,25410909715
level106.txt,25445258652
level107.txt,25466207033
level108.txt,25482521016
level109.txt,25539966123
level110.txt,25515766579
level111.txt,25668261216
level112.txt,25506765913
level113.txt,25373766452
level114.txt,25432906347
level115.txt,25318553713
level116.txt,25453181854
level117.txt,25586032858
level118.txt,25684450639
level119.txt,25388040738
level120.txt,25348528684
level121.txt,25405810517
level122.txt,25382045264
level123.txt,25414872207
level124.txt,25393946867
level125.txt,25522466440
level126.txt,25341470068
level127.txt,25385885074
level128.txt,25390984558
level129.txt,25341425112
level130.txt,25341468579
level131.txt,25389214281
level132.txt,25373028655
level133.txt,25363726808
level134.txt,25399557488
level135.txt,25471214875
level136.txt,25977900381
level137.txt,25909806883
level138.txt,25769290047
level139.txt,25458813532
level140.txt,25471115853
level141.txt,25526656854
level142.txt,25514502274
level143.txt,25492242002
level144.txt,25364398127
level145.txt,25433361871
level146.txt,25413796153
level147.txt,25975080101
level148.txt,25418276243
level149.txt,25289208420
level150.txt,25311901560
level151.txt,25414674468
level152.txt,25652217679
level153.txt,25768081169
level154.txt,25544392519
level155.txt,25438020161
level156.txt,25421325741
level157.txt,25520399243
level158.txt,25487328370
level159.txt,25468855433
level160.txt,25647281898
level161.txt,25584235769
level162.txt,25587683868
level163.txt,25534218077
level164.txt,25480343468
level165.txt,25480490183
level166.txt,25603889970
level167.txt,25607819011
level168.txt,25597438397
level169.txt,25512071336
level170.txt,25481777960
level171.txt,25506797988
level172.txt,25554217079
level173.txt,25477027536
level174.txt,25365734591
level175.txt,25506650527
level176.txt,25486013880
level177.txt,25830741452
level178.txt,25426915657
level179.txt,25333108465
level180.txt,25495332354
level181.txt,25416004513
level182.txt,25407516782
level183.txt,25464982852
level184.txt,25431069326
level185.txt,25354362330
level186.txt,25415738842
level187.txt,25429215224
level188.txt,25462097189
level189.txt,25405362043
level190.txt,25497625396
level191.txt,25410796931
level192.txt,25569838286
level193.txt,25333670602
level194.txt,25334021220
level195.txt,25567153730
level196.txt,25471395944
level197.txt,25326077069
level198.txt,25395621394
level199.txt,25393439166
